t,avg_cAMP,avg_Ca,avg_Ca_ER,avg_ATP,PKA_frac,avg_pSer845,avg_I1P,avg_pSer831,CaMKII_p_frac,min_cAMP,max_cAMP,gradient_index,stimulus,neck_avg_cAMP,head_avg_cAMP,head_neck_ratio
3.080000,0.310042,0.185637,196.863566,1997.622708,0.564182,0.906911,0.253132,0.998280,0.973014,0.002675,1997.624560,6443.078798,1.000000,nan,nan,nan
3.100000,0.308965,0.186051,196.851974,1997.651049,0.563364,0.908203,0.254010,0.998290,0.973218,0.002636,1997.652893,6465.622088,1.000000,nan,nan,nan
3.120000,0.307886,0.186462,196.840472,1997.679689,0.562538,0.909473,0.254879,0.998300,0.973419,0.002599,1997.681524,6488.376326,1.000000,nan,nan,nan
3.140000,0.306804,0.186871,196.829061,1997.708626,0.561704,0.910720,0.255739,0.998309,0.973616,0.002563,1997.710454,6511.341146,1.000000,nan,nan,nan
3.160000,0.305721,0.187277,196.817739,1997.737862,0.560862,0.911943,0.256591,0.998318,0.973810,0.002527,1997.739682,6534.516244,1.000000,nan,nan,nan
3.180000,0.304635,0.187681,196.806507,1997.767396,0.560012,0.913145,0.257434,0.998327,0.974001,0.002493,1997.769209,6557.901310,1.000000,nan,nan,nan
3.200000,0.303547,0.188082,196.795363,1997.797228,0.559153,0.914325,0.258269,0.998335,0.974188,0.002459,1997.799033,6581.496112,1.000000,nan,nan,nan
3.220000,0.302458,0.188481,196.784308,1997.827359,0.558287,0.915484,0.259096,0.998343,0.974372,0.002426,1997.829156,6605.300423,1.000000,nan,nan,nan
3.240000,0.301367,0.188877,196.773339,1997.857787,0.557412,0.916622,0.259914,0.998351,0.974553,0.002394,1997.859576,6629.314067,1.000000,nan,nan,nan
3.260000,0.300275,0.189270,196.762458,1997.888513,0.556530,0.917739,0.260724,0.998358,0.974731,0.002362,1997.890294,6653.536885,1.000000,nan,nan,nan
3.280000,0.299181,0.189661,196.751663,1997.919536,0.555639,0.918836,0.261526,0.998365,0.974906,0.002332,1997.921310,6677.968761,1.000000,nan,nan,nan
3.300000,0.298085,0.190050,196.740954,1997.950856,0.554741,0.919913,0.262320,0.998372,0.975079,0.002302,1997.952622,6702.609601,1.000000,nan,nan,nan
3.320000,0.296989,0.190436,196.730330,1997.982473,0.553834,0.920970,0.263105,0.998379,0.975248,0.002273,1997.984232,6727.459347,1.000000,nan,nan,nan
3.340000,0.295892,0.190819,196.719790,1998.014387,0.552920,0.922009,0.263883,0.998385,0.975414,0.002244,1998.016138,6752.517975,1.000000,nan,nan,nan
3.360000,0.294793,0.191200,196.709335,1998.046597,0.551997,0.923028,0.264652,0.998391,0.975578,0.002217,1998.048340,6777.785483,1.000000,nan,nan,nan
3.380000,0.293694,0.191579,196.698962,1998.079103,0.551067,0.924030,0.265414,0.998397,0.975740,0.002189,1998.080839,6803.261903,1.000000,nan,nan,nan
3.400000,0.292594,0.191954,196.688673,1998.111904,0.550129,0.925013,0.266168,0.998403,0.975898,0.002163,1998.113632,6828.947302,1.000000,nan,nan,nan
3.420000,0.291494,0.192328,196.678466,1998.145001,0.549183,0.925978,0.266914,0.998409,0.976054,0.002137,1998.146721,6854.841769,1.000000,nan,nan,nan
3.440000,0.290393,0.192699,196.668340,1998.178391,0.548229,0.926926,0.267652,0.998414,0.976208,0.002112,1998.180104,6880.945416,1.000000,nan,nan,nan
3.460000,0.289292,0.193067,196.658295,1998.212076,0.547267,0.927857,0.268383,0.998419,0.976359,0.002087,1998.213781,6907.258409,1.000000,nan,nan,nan
3.480000,0.288190,0.193433,196.648331,1998.246055,0.546297,0.928771,0.269106,0.998424,0.976508,0.002063,1998.247752,6933.780879,1.000000,nan,nan,nan
3.500000,0.287088,0.193796,196.638447,1998.280326,0.545319,0.929668,0.269821,0.998429,0.976655,0.002039,1998.282016,6960.513065,0.000000,nan,nan,nan
3.520000,0.285986,0.194157,196.628641,1998.314890,0.544334,0.930549,0.270529,0.998434,0.976799,0.002016,1998.316572,6987.455165,0.000000,nan,nan,nan
3.540000,0.284884,0.194515,196.618915,1998.349745,0.543340,0.931415,0.271229,0.998439,0.976941,0.001994,1998.351420,7014.607455,0.000000,nan,nan,nan
3.560000,0.283782,0.194871,196.609267,1998.384892,0.542339,0.932264,0.271922,0.998444,0.977081,0.001972,1998.386559,7041.970214,0.000000,nan,nan,nan
3.580000,0.282680,0.195224,196.599696,1998.420329,0.541330,0.933099,0.272608,0.998448,0.977219,0.001950,1998.421989,7069.543731,0.000000,nan,nan,nan
3.600000,0.281579,0.195574,196.590202,1998.456057,0.540313,0.933918,0.273286,0.998452,0.977354,0.001929,1998.457709,7097.328349,0.000000,nan,nan,nan
3.620000,0.280477,0.195923,196.580785,1998.492074,0.539288,0.934722,0.273957,0.998457,0.977488,0.001908,1998.493718,7125.324424,0.000000,nan,nan,nan
3.640000,0.279376,0.196268,196.571444,1998.528379,0.538256,0.935512,0.274621,0.998461,0.977619,0.001888,1998.530016,7153.532332,0.000000,nan,nan,nan
3.660000,0.278276,0.196612,196.562177,1998.564972,0.537215,0.936288,0.275277,0.998465,0.977749,0.001868,1998.566602,7181.952500,0.000000,nan,nan,nan
3.680000,0.277176,0.196953,196.552986,1998.601852,0.536167,0.937049,0.275926,0.998469,0.977877,0.001849,1998.603474,7210.585325,0.000000,nan,nan,nan
3.700000,0.276077,0.197291,196.543868,1998.639019,0.535111,0.937797,0.276569,0.998472,0.978003,0.001830,1998.640634,7239.431290,0.000000,nan,nan,nan
3.720000,0.274978,0.197627,196.534825,1998.676472,0.534048,0.938531,0.277204,0.998476,0.978127,0.001811,1998.678079,7268.490853,0.000000,nan,nan,nan
3.740000,0.273880,0.197960,196.525854,1998.714209,0.532976,0.939252,0.277832,0.998480,0.978249,0.001793,1998.715809,7297.764523,0.000000,nan,nan,nan
3.760000,0.272783,0.198291,196.516955,1998.752231,0.531897,0.939960,0.278453,0.998483,0.978369,0.001776,1998.753823,7327.252827,0.000000,nan,nan,nan
3.780000,0.271687,0.198620,196.508129,1998.790536,0.530810,0.940655,0.279068,0.998487,0.978488,0.001758,1998.792121,7356.956321,0.000000,nan,nan,nan
3.800000,0.270592,0.198946,196.499373,1998.829123,0.529716,0.941338,0.279675,0.998490,0.978605,0.001741,1998.830701,7386.875560,0.000000,nan,nan,nan
3.820000,0.269498,0.199269,196.490689,1998.867993,0.528613,0.942008,0.280276,0.998494,0.978720,0.001724,1998.869563,7417.011149,0.000000,nan,nan,nan
3.840000,0.268405,0.199591,196.482074,1998.907143,0.527503,0.942666,0.280870,0.998497,0.978834,0.001708,1998.908705,7447.363716,0.000000,nan,nan,nan
3.860000,0.267313,0.199909,196.473530,1998.946572,0.526385,0.943313,0.281457,0.998500,0.978946,0.001692,1998.948128,7477.933878,0.000000,nan,nan,nan
3.880000,0.266222,0.200226,196.465054,1998.986282,0.525260,0.943947,0.282038,0.998503,0.979056,0.001676,1998.987830,7508.722317,0.000000,nan,nan,nan
3.900000,0.265132,0.200540,196.456647,1999.026269,0.524127,0.944570,0.282612,0.998506,0.979165,0.001661,1999.027810,7539.729692,0.000000,nan,nan,nan
3.920000,0.264044,0.200851,196.448308,1999.066533,0.522986,0.945182,0.283179,0.998509,0.979272,0.001646,1999.068067,7570.956724,0.000000,nan,nan,nan
3.940000,0.262957,0.201161,196.440036,1999.107074,0.521838,0.945783,0.283740,0.998512,0.979378,0.001631,1999.108601,7602.404151,0.000000,nan,nan,nan
3.960000,0.261872,0.201468,196.431832,1999.147891,0.520681,0.946372,0.284294,0.998515,0.979483,0.001617,1999.149410,7634.072695,0.000000,nan,nan,nan
3.980000,0.260788,0.201772,196.423693,1999.188982,0.519518,0.946952,0.284842,0.998518,0.979586,0.001603,1999.190494,7665.963138,0.000000,nan,nan,nan
4.000000,0.259705,0.202074,196.415621,1999.230347,0.518346,0.947520,0.285384,0.998521,0.979687,0.001589,1999.231852,7698.076275,0.000000,nan,nan,nan
4.020000,0.258624,0.202374,196.407613,1999.271984,0.517167,0.948078,0.285919,0.998523,0.979787,0.001575,1999.273482,7730.412911,0.000000,nan,nan,nan
4.040000,0.257545,0.202671,196.399671,1999.313893,0.515981,0.948627,0.286448,0.998526,0.979886,0.001562,1999.315384,7762.973894,0.000000,nan,nan,nan
4.060000,0.256467,0.202966,196.391793,1999.356073,0.514787,0.949165,0.286970,0.998529,0.979984,0.001549,1999.357557,7795.760046,0.000000,nan,nan,nan
4.080000,0.255391,0.203259,196.383978,1999.398523,0.513585,0.949693,0.287486,0.998531,0.980080,0.001536,1999.400000,7828.772263,0.000000,nan,nan,nan
4.100000,0.254317,0.203550,196.376226,1999.441241,0.512376,0.950212,0.287996,0.998534,0.980175,0.001523,1999.442711,7862.011446,0.000000,nan,nan,nan
4.120000,0.253244,0.203838,196.368538,1999.484228,0.511159,0.950721,0.288500,0.998536,0.980268,0.001511,1999.485690,7895.478485,0.000000,nan,nan,nan
4.140000,0.252173,0.204124,196.360911,1999.527481,0.509934,0.951221,0.288998,0.998539,0.980360,0.001499,1999.528936,7929.174330,0.000000,nan,nan,nan
4.160000,0.251105,0.204407,196.353346,1999.571000,0.508702,0.951712,0.289490,0.998541,0.980452,0.001487,1999.572448,7963.099938,0.000000,nan,nan,nan
4.180000,0.250038,0.204688,196.345842,1999.614783,0.507463,0.952195,0.289975,0.998544,0.980541,0.001475,1999.616225,7997.256281,0.000000,nan,nan,nan
4.200000,0.248973,0.204967,196.338398,1999.658831,0.506216,0.952668,0.290455,0.998546,0.980630,0.001464,1999.660266,8031.644349,0.000000,nan,nan,nan
4.220000,0.247909,0.205244,196.331015,1999.703141,0.504962,0.953132,0.290929,0.998548,0.980718,0.001452,1999.704569,8066.265160,0.000000,nan,nan,nan
4.240000,0.246848,0.205519,196.323691,1999.747713,0.503700,0.953589,0.291396,0.998550,0.980804,0.001441,1999.749134,8101.119748,0.000000,nan,nan,nan
4.260000,0.245789,0.205791,196.316426,1999.792546,0.502430,0.954036,0.291858,0.998553,0.980889,0.001430,1999.793960,8136.209171,0.000000,nan,nan,nan
4.280000,0.244732,0.206061,196.309220,1999.837638,0.501154,0.954476,0.292314,0.998555,0.980974,0.001420,1999.839045,8171.534504,0.000000,nan,nan,nan
4.300000,0.243677,0.206329,196.302072,1999.882989,0.499869,0.954908,0.292764,0.998557,0.981057,0.001409,1999.884390,8207.096828,0.000000,nan,nan,nan
4.320000,0.242624,0.206594,196.294981,1999.928598,0.498578,0.955331,0.293209,0.998559,0.981139,0.001399,1999.929991,8242.897263,0.000000,nan,nan,nan
4.340000,0.241574,0.206858,196.287947,1999.974463,0.497279,0.955747,0.293647,0.998561,0.981220,0.001389,1999.975850,8278.936946,0.000000,nan,nan,nan
4.360000,0.240525,0.207119,196.280970,2000.020583,0.495973,0.956155,0.294080,0.998563,0.981300,0.001379,2000.021963,8315.217009,0.000000,nan,nan,nan
4.380000,0.239479,0.207378,196.274049,2000.066958,0.494659,0.956556,0.294508,0.998565,0.981379,0.001369,2000.068332,8351.738634,0.000000,nan,nan,nan
4.400000,0.238435,0.207635,196.267184,2000.113587,0.493338,0.956949,0.294929,0.998567,0.981456,0.001360,2000.114953,8388.503018,0.000000,nan,nan,nan
4.420000,0.237393,0.207890,196.260373,2000.160467,0.492010,0.957336,0.295345,0.998569,0.981533,0.001350,2000.161827,8425.511341,0.000000,nan,nan,nan
4.440000,0.236354,0.208142,196.253618,2000.207599,0.490674,0.957715,0.295756,0.998571,0.981609,0.001341,2000.208952,8462.764847,0.000000,nan,nan,nan
4.460000,0.235317,0.208393,196.246916,2000.254981,0.489331,0.958087,0.296161,0.998573,0.981684,0.001332,2000.256327,8500.265217,0.000000,nan,nan,nan
4.480000,0.234282,0.208641,196.240268,2000.302612,0.487981,0.958452,0.296560,0.998575,0.981759,0.001323,2000.303951,8538.012801,0.000000,nan,nan,nan
4.500000,0.233250,0.208888,196.233673,2000.350490,0.486624,0.958810,0.296954,0.998576,0.981832,0.001315,2000.351823,8576.009347,0.000000,nan,nan,nan
4.520000,0.232220,0.209132,196.227131,2000.398616,0.485260,0.959162,0.297342,0.998578,0.981904,0.001306,2000.399943,8614.256187,0.000000,nan,nan,nan
4.540000,0.231192,0.209374,196.220641,2000.446987,0.483888,0.959507,0.297726,0.998580,0.981975,0.001297,2000.448307,8652.754612,0.000000,nan,nan,nan
4.560000,0.230167,0.209614,196.214203,2000.495604,0.482509,0.959846,0.298103,0.998582,0.982046,0.001289,2000.496917,8691.505968,0.000000,nan,nan,nan
4.580000,0.229144,0.209852,196.207816,2000.544463,0.481123,0.960178,0.298476,0.998583,0.982116,0.001281,2000.545770,8730.511622,0.000000,nan,nan,nan
4.600000,0.228124,0.210088,196.201480,2000.593566,0.479730,0.960504,0.298843,0.998585,0.982184,0.001273,2000.594866,8769.772962,0.000000,nan,nan,nan
4.620000,0.227106,0.210321,196.195195,2000.642909,0.478330,0.960824,0.299205,0.998587,0.982252,0.001265,2000.644203,8809.291327,0.000000,nan,nan,nan
4.640000,0.226091,0.210553,196.188959,2000.692494,0.476923,0.961138,0.299561,0.998588,0.982319,0.001257,2000.693781,8849.068229,0.000000,nan,nan,nan
4.660000,0.225078,0.210783,196.182773,2000.742317,0.475509,0.961446,0.299913,0.998590,0.982386,0.001250,2000.743598,8889.104972,0.000000,nan,nan,nan
4.680000,0.224068,0.211011,196.176636,2000.792379,0.474088,0.961749,0.300259,0.998591,0.982451,0.001242,2000.793653,8929.403071,0.000000,nan,nan,nan
4.700000,0.223060,0.211237,196.170547,2000.842677,0.472660,0.962045,0.300600,0.998593,0.982516,0.001235,2000.843945,8969.963963,0.000000,nan,nan,nan
4.720000,0.222055,0.211461,196.164507,2000.893212,0.471225,0.962336,0.300936,0.998594,0.982580,0.001228,2000.894474,9010.789169,0.000000,nan,nan,nan
4.740000,0.221053,0.211683,196.158514,2000.943981,0.469783,0.962622,0.301267,0.998596,0.982643,0.001220,2000.945237,9051.880171,0.000000,nan,nan,nan
4.760000,0.220053,0.211903,196.152569,2000.994985,0.468334,0.962902,0.301592,0.998597,0.982706,0.001213,2000.996234,9093.238517,0.000000,nan,nan,nan
4.780000,0.219056,0.212121,196.146671,2001.046221,0.466879,0.963177,0.301913,0.998599,0.982767,0.001206,2001.047464,9134.865702,0.000000,nan,nan,nan
4.800000,0.218061,0.212337,196.140819,2001.097688,0.465416,0.963446,0.302229,0.998600,0.982828,0.001200,2001.098925,9176.763304,0.000000,nan,nan,nan
4.820000,0.217070,0.212551,196.135013,2001.149387,0.463947,0.963711,0.302540,0.998602,0.982889,0.001193,2001.150617,9218.932902,0.000000,nan,nan,nan
4.840000,0.216080,0.212763,196.129252,2001.201314,0.462471,0.963970,0.302846,0.998603,0.982948,0.001186,2001.202539,9261.376758,0.000000,nan,nan,nan
4.860000,0.215094,0.212973,196.123537,2001.253470,0.460989,0.964224,0.303147,0.998604,0.983007,0.001180,2001.254688,9304.095040,0.000000,nan,nan,nan
4.880000,0.214110,0.213182,196.117867,2001.305854,0.459500,0.964473,0.303443,0.998606,0.983065,0.001174,2001.307066,9347.090172,0.000000,nan,nan,nan
4.900000,0.213129,0.213388,196.112241,2001.358463,0.458004,0.964718,0.303734,0.998607,0.983123,0.001167,2001.359669,9390.363781,0.000000,nan,nan,nan
4.920000,0.212151,0.213593,196.106658,2001.411298,0.456501,0.964958,0.304020,0.998608,0.983179,0.001161,2001.412497,9433.917518,0.000000,nan,nan,nan
4.940000,0.211175,0.213796,196.101120,2001.464356,0.454992,0.965193,0.304302,0.998610,0.983236,0.001155,2001.465550,9477.753084,0.000000,nan,nan,nan
4.960000,0.210202,0.213997,196.095624,2001.517638,0.453477,0.965423,0.304579,0.998611,0.983291,0.001149,2001.518825,9521.872177,0.000000,nan,nan,nan
4.980000,0.209232,0.214196,196.090171,2001.571141,0.451955,0.965649,0.304851,0.998612,0.983346,0.001143,2001.572322,9566.276542,0.000000,nan,nan,nan
5.000000,0.208265,0.214394,196.084761,2001.624865,0.450427,0.965870,0.305118,0.998613,0.983400,0.001137,2001.626040,9610.967882,0.000000,nan,nan,nan
5.020000,0.207300,0.214589,196.079392,2001.678808,0.448892,0.966088,0.305381,0.998614,0.983454,0.001132,2001.679978,9655.947922,0.000000,nan,nan,nan
5.040000,0.206338,0.214783,196.074065,2001.732971,0.447351,0.966300,0.305639,0.998615,0.983507,0.001126,2001.734134,9701.218951,0.000000,nan,nan,nan
5.060000,0.205379,0.214975,196.068779,2001.787351,0.445804,0.966509,0.305892,0.998617,0.983559,0.001120,2001.788508,9746.782478,0.000000,nan,nan,nan
5.080000,0.204423,0.215166,196.063533,2001.841947,0.444251,0.966713,0.306141,0.998618,0.983611,0.001115,2001.843099,9792.639362,0.000000,nan,nan,nan
5.100000,0.203470,0.215354,196.058328,2001.896759,0.442691,0.966913,0.306385,0.998619,0.983662,0.001110,2001.897904,9838.792178,0.000000,nan,nan,nan
5.120000,0.202519,0.215541,196.053163,2001.951785,0.441125,0.967109,0.306624,0.998620,0.983713,0.001104,2001.952924,9885.242796,0.000000,nan,nan,nan
5.140000,0.201572,0.215726,196.048038,2002.007024,0.439553,0.967302,0.306859,0.998621,0.983763,0.001099,2002.008157,9931.993047,0.000000,nan,nan,nan
5.160000,0.200627,0.215910,196.042952,2002.062475,0.437975,0.967490,0.307090,0.998622,0.983813,0.001094,2002.063603,9979.044825,0.000000,nan,nan,nan
5.180000,0.199685,0.216091,196.037904,2002.118137,0.436391,0.967674,0.307316,0.998623,0.983861,0.001089,2002.119259,10026.400036,0.000000,nan,nan,nan
5.200000,0.198745,0.216272,196.032895,2002.174010,0.434801,0.967855,0.307537,0.998624,0.983910,0.001084,2002.175126,10074.061517,0.000000,nan,nan,nan
5.220000,0.197809,0.216450,196.027925,2002.230092,0.433205,0.968032,0.307754,0.998625,0.983958,0.001079,2002.231202,10122.029244,0.000000,nan,nan,nan
5.240000,0.196876,0.216627,196.022992,2002.286381,0.431604,0.968205,0.307967,0.998626,0.984005,0.001074,2002.287485,10170.306203,0.000000,nan,nan,nan
5.260000,0.195945,0.216802,196.018096,2002.342877,0.429996,0.968374,0.308175,0.998627,0.984052,0.001069,2002.343976,10218.894898,0.000000,nan,nan,nan
5.280000,0.195017,0.216975,196.013237,2002.399579,0.428383,0.968540,0.308379,0.998628,0.984098,0.001065,2002.400673,10267.796172,0.000000,nan,nan,nan
5.300000,0.194093,0.217147,196.008415,2002.456486,0.426765,0.968702,0.308579,0.998629,0.984144,0.001060,2002.457574,10317.012627,0.000000,nan,nan,nan
5.320000,0.193171,0.217317,196.003630,2002.513597,0.425140,0.968861,0.308774,0.998630,0.984189,0.001056,2002.514679,10366.547218,0.000000,nan,nan,nan
5.340000,0.192252,0.217486,195.998880,2002.570910,0.423510,0.969017,0.308965,0.998631,0.984234,0.001051,2002.571986,10416.400051,0.000000,nan,nan,nan
5.360000,0.191336,0.217653,195.994166,2002.628425,0.421875,0.969169,0.309151,0.998631,0.984278,0.001047,2002.629495,10466.574256,0.000000,nan,nan,nan
5.380000,0.190422,0.217818,195.989487,2002.686141,0.420234,0.969318,0.309334,0.998632,0.984322,0.001042,2002.687205,10517.072168,0.000000,nan,nan,nan
5.400000,0.189512,0.217982,195.984843,2002.744056,0.418588,0.969463,0.309512,0.998633,0.984365,0.001038,2002.745115,10567.895136,0.000000,nan,nan,nan
5.420000,0.188605,0.218144,195.980234,2002.802169,0.416936,0.969606,0.309686,0.998634,0.984408,0.001034,2002.803223,10619.046219,0.000000,nan,nan,nan
5.440000,0.187700,0.218305,195.975659,2002.860480,0.415279,0.969745,0.309855,0.998635,0.984451,0.001029,2002.861528,10670.526447,0.000000,nan,nan,nan
5.460000,0.186799,0.218464,195.971118,2002.918988,0.413617,0.969881,0.310021,0.998635,0.984493,0.001025,2002.920030,10722.339193,0.000000,nan,nan,nan
5.480000,0.185900,0.218622,195.966610,2002.977691,0.411950,0.970014,0.310182,0.998636,0.984534,0.001021,2002.978728,10774.485259,0.000000,nan,nan,nan
5.500000,0.185004,0.218778,195.962136,2003.036588,0.410278,0.970144,0.310340,0.998637,0.984575,0.001017,2003.037620,10826.967530,0.000000,nan,nan,nan
5.520000,0.184112,0.218933,195.957695,2003.095679,0.408601,0.970270,0.310493,0.998638,0.984616,0.001013,2003.096705,10879.788223,0.000000,nan,nan,nan
5.540000,0.183222,0.219086,195.953286,2003.154962,0.406919,0.970394,0.310642,0.998638,0.984656,0.001009,2003.155983,10932.949569,0.000000,nan,nan,nan
5.560000,0.182335,0.219238,195.948910,2003.214437,0.405232,0.970515,0.310787,0.998639,0.984695,0.001006,2003.215452,10986.453779,0.000000,nan,nan,nan
5.580000,0.181451,0.219388,195.944565,2003.274102,0.403540,0.970633,0.310928,0.998640,0.984735,0.001002,2003.275112,11040.303149,0.000000,nan,nan,nan
5.600000,0.180570,0.219537,195.940252,2003.333957,0.401844,0.970749,0.311064,0.998640,0.984773,0.000998,2003.334961,11094.499841,0.000000,nan,nan,nan
5.620000,0.179692,0.219684,195.935971,2003.394000,0.400143,0.970861,0.311197,0.998641,0.984812,0.000994,2003.394999,11149.046200,0.000000,nan,nan,nan
5.640000,0.178817,0.219830,195.931721,2003.454230,0.398437,0.970971,0.311326,0.998642,0.984850,0.000991,2003.455224,11203.944529,0.000000,nan,nan,nan
5.660000,0.177945,0.219975,195.927501,2003.514647,0.396727,0.971078,0.311451,0.998642,0.984888,0.000987,2003.515635,11259.197172,0.000000,nan,nan,nan
5.680000,0.177076,0.220118,195.923312,2003.575249,0.395013,0.971183,0.311572,0.998643,0.984925,0.000984,2003.576232,11314.806442,0.000000,nan,nan,nan
5.700000,0.176209,0.220260,195.919153,2003.636035,0.393294,0.971284,0.311689,0.998644,0.984962,0.000980,2003.637013,11370.774747,0.000000,nan,nan,nan
5.720000,0.175346,0.220400,195.915023,2003.697006,0.391571,0.971383,0.311802,0.998644,0.984998,0.000977,2003.697978,11427.104432,0.000000,nan,nan,nan
5.740000,0.174486,0.220539,195.910924,2003.758158,0.389844,0.971480,0.311911,0.998645,0.985034,0.000973,2003.759126,11483.797886,0.000000,nan,nan,nan
5.760000,0.173628,0.220677,195.906853,2003.819493,0.388112,0.971574,0.312017,0.998645,0.985070,0.000970,2003.820455,11540.858311,0.000000,nan,nan,nan
5.780000,0.172774,0.220813,195.902812,2003.881007,0.386377,0.971666,0.312118,0.998646,0.985105,0.000967,2003.881964,11598.286525,0.000000,nan,nan,nan
5.800000,0.171922,0.220948,195.898799,2003.942702,0.384638,0.971755,0.312216,0.998646,0.985140,0.000963,2003.943653,11656.085842,0.000000,nan,nan,nan
5.820000,0.171074,0.221082,195.894814,2004.004574,0.382895,0.971841,0.312309,0.998647,0.985174,0.000960,2004.005521,11714.258654,0.000000,nan,nan,nan
5.840000,0.170228,0.221214,195.890858,2004.066625,0.381148,0.971926,0.312400,0.998647,0.985208,0.000957,2004.067567,11772.807551,0.000000,nan,nan,nan
5.860000,0.169386,0.221345,195.886929,2004.128852,0.379398,0.972007,0.312486,0.998648,0.985242,0.000954,2004.129789,11831.734562,0.000000,nan,nan,nan
5.880000,0.168546,0.221475,195.883028,2004.191255,0.377643,0.972087,0.312568,0.998648,0.985276,0.000951,2004.192187,11891.043037,0.000000,nan,nan,nan
5.900000,0.167710,0.221603,195.879155,2004.253834,0.375886,0.972164,0.312647,0.998649,0.985309,0.000948,2004.254760,11950.735935,0.000000,nan,nan,nan
5.920000,0.166876,0.221730,195.875308,2004.316585,0.374125,0.972239,0.312722,0.998649,0.985342,0.000945,2004.317507,12010.814079,0.000000,nan,nan,nan
5.940000,0.166045,0.221856,195.871488,2004.379510,0.372360,0.972312,0.312793,0.998649,0.985374,0.000942,2004.380427,12071.281769,0.000000,nan,nan,nan
5.960000,0.165218,0.221981,195.867694,2004.442607,0.370593,0.972382,0.312861,0.998650,0.985406,0.000939,2004.443519,12132.139920,0.000000,nan,nan,nan
5.980000,0.164393,0.222105,195.863927,2004.505875,0.368822,0.972450,0.312925,0.998650,0.985438,0.000936,2004.506781,12193.391961,0.000000,nan,nan,nan
6.000000,0.163571,0.222227,195.860185,2004.569313,0.367048,0.972516,0.312985,0.998651,0.985469,0.000933,2004.570214,12255.040602,0.000000,nan,nan,nan
6.020000,0.162752,0.222348,195.856469,2004.632920,0.365271,0.972580,0.313041,0.998651,0.985500,0.000930,2004.633817,12317.088395,0.000000,nan,nan,nan
6.040000,0.161936,0.222468,195.852779,2004.696696,0.363492,0.972642,0.313094,0.998651,0.985531,0.000927,2004.697587,12379.538304,0.000000,nan,nan,nan
6.060000,0.161123,0.222586,195.849113,2004.760639,0.361709,0.972702,0.313144,0.998652,0.985561,0.000924,2004.761526,12442.393682,0.000000,nan,nan,nan
6.080000,0.160313,0.222704,195.845473,2004.824749,0.359924,0.972760,0.313190,0.998652,0.985591,0.000922,2004.825631,12505.655498,0.000000,nan,nan,nan
6.100000,0.159506,0.222820,195.841857,2004.889024,0.358136,0.972815,0.313232,0.998652,0.985621,0.000919,2004.889901,12569.326898,0.000000,nan,nan,nan
6.120000,0.158702,0.222935,195.838266,2004.953464,0.356346,0.972869,0.313270,0.998653,0.985651,0.000916,2004.954336,12633.411115,0.000000,nan,nan,nan
6.140000,0.157901,0.223049,195.834699,2005.018067,0.354553,0.972920,0.313305,0.998653,0.985680,0.000914,2005.018935,12697.910782,0.000000,nan,nan,nan
6.160000,0.157103,0.223162,195.831155,2005.082834,0.352758,0.972970,0.313337,0.998653,0.985709,0.000911,2005.083696,12762.828702,0.000000,nan,nan,nan
6.180000,0.156308,0.223273,195.827635,2005.147762,0.350961,0.973018,0.313365,0.998654,0.985737,0.000909,2005.148620,12828.167692,0.000000,nan,nan,nan
6.200000,0.155516,0.223384,195.824139,2005.212852,0.349162,0.973063,0.313390,0.998654,0.985766,0.000906,2005.213705,12893.930506,0.000000,nan,nan,nan
6.220000,0.154727,0.223493,195.820666,2005.278101,0.347360,0.973107,0.313411,0.998654,0.985794,0.000904,2005.278950,12960.120010,0.000000,nan,nan,nan
6.240000,0.153941,0.223602,195.817216,2005.343510,0.345557,0.973149,0.313428,0.998654,0.985821,0.000901,2005.344354,13026.739097,0.000000,nan,nan,nan
6.260000,0.153157,0.223709,195.813788,2005.409079,0.343752,0.973189,0.313443,0.998654,0.985849,0.000899,2005.409918,13093.792138,0.000000,nan,nan,nan
6.280000,0.152377,0.223815,195.810383,2005.474804,0.341945,0.973227,0.313453,0.998655,0.985876,0.000896,2005.475638,13161.278837,0.000000,nan,nan,nan
6.300000,0.151599,0.223920,195.807000,2005.540686,0.340137,0.973264,0.313461,0.998655,0.985903,0.000894,2005.541516,13229.205078,0.000000,nan,nan,nan
6.320000,0.150825,0.224024,195.803639,2005.606725,0.338327,0.973299,0.313465,0.998655,0.985929,0.000892,2005.607550,13297.572782,0.000000,nan,nan,nan
6.340000,0.150054,0.224127,195.800300,2005.672918,0.336515,0.973331,0.313465,0.998655,0.985956,0.000889,2005.673738,13366.383139,0.000000,nan,nan,nan
6.360000,0.149285,0.224229,195.796983,2005.739265,0.334703,0.973362,0.313462,0.998655,0.985982,0.000887,2005.740081,13435.641728,0.000000,nan,nan,nan
6.380000,0.148519,0.224330,195.793687,2005.805766,0.332889,0.973392,0.313456,0.998655,0.986007,0.000885,2005.806577,13505.348334,0.000000,nan,nan,nan
6.400000,0.147757,0.224430,195.790412,2005.872420,0.331074,0.973419,0.313447,0.998656,0.986033,0.000883,2005.873226,13575.510170,0.000000,nan,nan,nan
6.420000,0.146997,0.224528,195.787157,2005.939225,0.329258,0.973445,0.313434,0.998656,0.986058,0.000880,2005.940027,13646.126791,0.000000,nan,nan,nan
6.440000,0.146240,0.224626,195.783924,2006.006180,0.327441,0.973469,0.313418,0.998656,0.986083,0.000878,2006.006977,13717.201211,0.000000,nan,nan,nan
