t,avg_cAMP,avg_Ca,avg_Ca_ER,avg_ATP,PKA_frac,avg_pSer845,avg_I1P,avg_pSer831,CaMKII_p_frac,min_cAMP,max_cAMP,gradient_index,stimulus,neck_avg_cAMP,head_avg_cAMP,head_neck_ratio
6.460000,0.145486,0.224723,195.780711,2006.073285,0.325624,0.973492,0.313398,0.998656,0.986108,0.000876,2006.074078,13788.737741,0.000000,nan,nan,nan
6.480000,0.144735,0.224819,195.777519,2006.140539,0.323805,0.973513,0.313376,0.998656,0.986132,0.000874,2006.141328,13860.739643,0.000000,nan,nan,nan
6.500000,0.143987,0.224914,195.774346,2006.207942,0.321987,0.973532,0.313350,0.998656,0.986156,0.000872,2006.208726,13933.209633,0.000000,nan,nan,nan
6.520000,0.143242,0.225007,195.771193,2006.275492,0.320167,0.973549,0.313321,0.998656,0.986180,0.000870,2006.276272,14006.151744,0.000000,nan,nan,nan
6.540000,0.142500,0.225100,195.768060,2006.343189,0.318348,0.973565,0.313288,0.998656,0.986204,0.000868,2006.343964,14079.567497,0.000000,nan,nan,nan
6.560000,0.141761,0.225192,195.764947,2006.411032,0.316528,0.973580,0.313253,0.998656,0.986227,0.000866,2006.411803,14153.462247,0.000000,nan,nan,nan
6.580000,0.141025,0.225283,195.761852,2006.479019,0.314708,0.973592,0.313214,0.998656,0.986251,0.000864,2006.479786,14227.835384,0.000000,nan,nan,nan
6.600000,0.140292,0.225373,195.758777,2006.547151,0.312888,0.973604,0.313172,0.998656,0.986273,0.000862,2006.547913,14302.693524,0.000000,nan,nan,nan
6.620000,0.139561,0.225462,195.755720,2006.615426,0.311068,0.973613,0.313127,0.998656,0.986296,0.000860,2006.616184,14378.038806,0.000000,nan,nan,nan
6.640000,0.138834,0.225551,195.752683,2006.683844,0.309248,0.973621,0.313078,0.998656,0.986319,0.000858,2006.684598,14453.875241,0.000000,nan,nan,nan
6.660000,0.138109,0.225638,195.749663,2006.752404,0.307428,0.973628,0.313027,0.998656,0.986341,0.000856,2006.753153,14530.205410,0.000000,nan,nan,nan
6.680000,0.137387,0.225724,195.746662,2006.821105,0.305609,0.973633,0.312972,0.998656,0.986363,0.000854,2006.821850,14607.032326,0.000000,nan,nan,nan
6.700000,0.136669,0.225810,195.743679,2006.889946,0.303791,0.973636,0.312915,0.998656,0.986385,0.000852,2006.890687,14684.358315,0.000000,nan,nan,nan
6.720000,0.135953,0.225894,195.740714,2006.958927,0.301973,0.973638,0.312854,0.998656,0.986406,0.000851,2006.959664,14762.189969,0.000000,nan,nan,nan
6.740000,0.135240,0.225978,195.737766,2007.028046,0.300156,0.973639,0.312790,0.998656,0.986428,0.000849,2007.028778,14840.525915,0.000000,nan,nan,nan
6.760000,0.134530,0.226061,195.734836,2007.097303,0.298339,0.973638,0.312723,0.998656,0.986449,0.000847,2007.098031,14919.371916,0.000000,nan,nan,nan
6.780000,0.133822,0.226143,195.731924,2007.166698,0.296524,0.973636,0.312653,0.998656,0.986470,0.000845,2007.167422,14998.733428,0.000000,nan,nan,nan
6.800000,0.133118,0.226224,195.729028,2007.236228,0.294710,0.973632,0.312580,0.998656,0.986490,0.000844,2007.236948,15078.609412,0.000000,nan,nan,nan
6.820000,0.132417,0.226304,195.726150,2007.305894,0.292896,0.973627,0.312504,0.998656,0.986511,0.000842,2007.306610,15159.005557,0.000000,nan,nan,nan
6.840000,0.131718,0.226384,195.723288,2007.375695,0.291085,0.973620,0.312425,0.998656,0.986531,0.000840,2007.376407,15239.925889,0.000000,nan,nan,nan
6.860000,0.131023,0.226462,195.720443,2007.445630,0.289274,0.973612,0.312343,0.998656,0.986551,0.000838,2007.446338,15321.372570,0.000000,nan,nan,nan
6.880000,0.130330,0.226540,195.717615,2007.515699,0.287465,0.973603,0.312258,0.998655,0.986571,0.000837,2007.516402,15403.349620,0.000000,nan,nan,nan
6.900000,0.129640,0.226617,195.714802,2007.585899,0.285658,0.973592,0.312170,0.998655,0.986591,0.000835,2007.586599,15485.860546,0.000000,nan,nan,nan
6.920000,0.128953,0.226693,195.712006,2007.656232,0.283852,0.973580,0.312079,0.998655,0.986610,0.000834,2007.656927,15568.908761,0.000000,nan,nan,nan
6.940000,0.128269,0.226769,195.709226,2007.726696,0.282048,0.973566,0.311985,0.998655,0.986629,0.000832,2007.727387,15652.497955,0.000000,nan,nan,nan
6.960000,0.127587,0.226843,195.706461,2007.797290,0.280246,0.973551,0.311888,0.998655,0.986648,0.000830,2007.797977,15736.631459,0.000000,nan,nan,nan
6.980000,0.126909,0.226917,195.703713,2007.868013,0.278447,0.973535,0.311789,0.998655,0.986667,0.000829,2007.868697,15821.313718,0.000000,nan,nan,nan
7.000000,0.126233,0.226990,195.700979,2007.938866,0.276649,0.973518,0.311686,0.998654,0.986686,0.000827,2007.939545,15906.546506,0.000000,nan,nan,nan
7.020000,0.125561,0.227063,195.698261,2008.009847,0.274854,0.973499,0.311581,0.998654,0.986704,0.000826,2008.010522,15992.335201,0.000000,nan,nan,nan
7.040000,0.124891,0.227134,195.695558,2008.080955,0.273061,0.973479,0.311472,0.998654,0.986723,0.000824,2008.081626,16078.681560,0.000000,nan,nan,nan
7.060000,0.124224,0.227205,195.692870,2008.152190,0.271270,0.973457,0.311361,0.998654,0.986741,0.000823,2008.152857,16165.590196,0.000000,nan,nan,nan
7.080000,0.123560,0.227275,195.690197,2008.223551,0.269482,0.973434,0.311247,0.998654,0.986758,0.000821,2008.224215,16253.066289,0.000000,nan,nan,nan
7.100000,0.122898,0.227344,195.687538,2008.295039,0.267697,0.973410,0.311130,0.998653,0.986776,0.000820,2008.295698,16341.113570,0.000000,nan,nan,nan
7.120000,0.122240,0.227413,195.684894,2008.366650,0.265914,0.973385,0.311011,0.998653,0.986794,0.000818,2008.367305,16429.730253,0.000000,nan,nan,nan
7.140000,0.121584,0.227480,195.682264,2008.438385,0.264135,0.973358,0.310888,0.998653,0.986811,0.000817,2008.439037,16518.925047,0.000000,nan,nan,nan
7.160000,0.120931,0.227547,195.679649,2008.510243,0.262358,0.973330,0.310763,0.998653,0.986828,0.000816,2008.510891,16608.700369,0.000000,nan,nan,nan
7.180000,0.120281,0.227614,195.677047,2008.582222,0.260585,0.973301,0.310635,0.998652,0.986845,0.000814,2008.582866,16699.054705,0.000000,nan,nan,nan
7.200000,0.119634,0.227680,195.674460,2008.654324,0.258815,0.973271,0.310504,0.998652,0.986862,0.000813,2008.654964,16790.001588,0.000000,nan,nan,nan
7.220000,0.118990,0.227745,195.671886,2008.726547,0.257048,0.973239,0.310371,0.998652,0.986878,0.000812,2008.727184,16881.540767,0.000000,nan,nan,nan
7.240000,0.118348,0.227809,195.669326,2008.798891,0.255285,0.973206,0.310234,0.998651,0.986895,0.000810,2008.799524,16973.675008,0.000000,nan,nan,nan
7.260000,0.117709,0.227872,195.666779,2008.871355,0.253525,0.973172,0.310096,0.998651,0.986911,0.000809,2008.871984,17066.409837,0.000000,nan,nan,nan
7.280000,0.117073,0.227935,195.664246,2008.943937,0.251768,0.973137,0.309954,0.998651,0.986927,0.000808,2008.944563,17159.748352,0.000000,nan,nan,nan
7.300000,0.116440,0.227998,195.661725,2009.016638,0.250016,0.973100,0.309810,0.998650,0.986943,0.000806,2009.017260,17253.692215,0.000000,nan,nan,nan
7.320000,0.115809,0.228059,195.659218,2009.089456,0.248267,0.973063,0.309663,0.998650,0.986959,0.000805,2009.090074,17348.246853,0.000000,nan,nan,nan
7.340000,0.115182,0.228120,195.656724,2009.162392,0.246522,0.973024,0.309513,0.998650,0.986974,0.000804,2009.163007,17443.418234,0.000000,nan,nan,nan
7.360000,0.114557,0.228180,195.654242,2009.235444,0.244782,0.972984,0.309361,0.998649,0.986989,0.000803,2009.236055,17539.207453,0.000000,nan,nan,nan
7.380000,0.113935,0.228240,195.651773,2009.308612,0.243045,0.972942,0.309206,0.998649,0.987005,0.000801,2009.309219,17635.620115,0.000000,nan,nan,nan
7.400000,0.113315,0.228299,195.649317,2009.381895,0.241313,0.972900,0.309048,0.998649,0.987020,0.000800,2009.382498,17732.657772,0.000000,nan,nan,nan
7.420000,0.112699,0.228357,195.646873,2009.455292,0.239585,0.972856,0.308888,0.998648,0.987035,0.000799,2009.455892,17830.326139,0.000000,nan,nan,nan
7.440000,0.112085,0.228415,195.644441,2009.528803,0.237861,0.972812,0.308726,0.998648,0.987049,0.000798,2009.529399,17928.629099,0.000000,nan,nan,nan
7.460000,0.111474,0.228472,195.642021,2009.602426,0.236142,0.972766,0.308561,0.998647,0.987064,0.000797,2009.603019,18027.570572,0.000000,nan,nan,nan
7.480000,0.110865,0.228529,195.639613,2009.676163,0.234428,0.972719,0.308393,0.998647,0.987078,0.000795,2009.676752,18127.156711,0.000000,nan,nan,nan
7.500000,0.110260,0.228585,195.637217,2009.750012,0.232718,0.972670,0.308222,0.998646,0.987093,0.000794,2009.750598,18227.390646,0.000000,nan,nan,nan
7.520000,0.109657,0.228640,195.634833,2009.823972,0.231013,0.972621,0.308050,0.998646,0.987107,0.000793,2009.824554,18328.273016,0.000000,nan,nan,nan
7.540000,0.109057,0.228695,195.632461,2009.898042,0.229313,0.972570,0.307874,0.998646,0.987121,0.000792,2009.898621,18429.812724,0.000000,nan,nan,nan
7.560000,0.108459,0.228749,195.630099,2009.972223,0.227618,0.972519,0.307696,0.998645,0.987134,0.000791,2009.972798,18532.010304,0.000000,nan,nan,nan
7.580000,0.107865,0.228802,195.627750,2010.046513,0.225928,0.972466,0.307516,0.998645,0.987148,0.000790,2010.047085,18634.870934,0.000000,nan,nan,nan
7.600000,0.107273,0.228855,195.625411,2010.120912,0.224243,0.972412,0.307333,0.998644,0.987161,0.000789,2010.121480,18738.398744,0.000000,nan,nan,nan
7.620000,0.106684,0.228908,195.623084,2010.195418,0.222564,0.972357,0.307148,0.998644,0.987175,0.000788,2010.195983,18842.596049,0.000000,nan,nan,nan
7.640000,0.106097,0.228960,195.620767,2010.270031,0.220890,0.972301,0.306960,0.998643,0.987188,0.000787,2010.270593,18947.468613,0.000000,nan,nan,nan
7.660000,0.105513,0.229011,195.618462,2010.344751,0.219221,0.972244,0.306770,0.998643,0.987201,0.000786,2010.345309,19053.021084,0.000000,nan,nan,nan
7.680000,0.104932,0.229062,195.616167,2010.419577,0.217558,0.972185,0.306578,0.998642,0.987214,0.000785,2010.420132,19159.257757,0.000000,nan,nan,nan
7.700000,0.104354,0.229112,195.613883,2010.494510,0.215900,0.972126,0.306383,0.998642,0.987227,0.000784,2010.495061,19266.184906,0.000000,nan,nan,nan
7.720000,0.103778,0.229161,195.611609,2010.569548,0.214248,0.972066,0.306186,0.998641,0.987239,0.000783,2010.570095,19373.805510,0.000000,nan,nan,nan
7.740000,0.103205,0.229211,195.609346,2010.644689,0.212602,0.972004,0.305986,0.998640,0.987252,0.000782,2010.645233,19482.120109,0.000000,nan,nan,nan
7.760000,0.102634,0.229259,195.607093,2010.719934,0.210961,0.971941,0.305784,0.998640,0.987264,0.000781,2010.720475,19591.136065,0.000000,nan,nan,nan
7.780000,0.102066,0.229307,195.604850,2010.795282,0.209327,0.971878,0.305580,0.998639,0.987276,0.000780,2010.795820,19700.859196,0.000000,nan,nan,nan
7.800000,0.101501,0.229355,195.602618,2010.870733,0.207698,0.971813,0.305373,0.998639,0.987288,0.000779,2010.871268,19811.292015,0.000000,nan,nan,nan
7.820000,0.100939,0.229402,195.600395,2010.946286,0.206076,0.971747,0.305164,0.998638,0.987300,0.000778,2010.946818,19922.440885,0.000000,nan,nan,nan
7.840000,0.100379,0.229448,195.598183,2011.021941,0.204460,0.971680,0.304953,0.998638,0.987312,0.000777,2011.022469,20034.305763,0.000000,nan,nan,nan
7.860000,0.099822,0.229494,195.595980,2011.097696,0.202849,0.971612,0.304739,0.998637,0.987323,0.000776,2011.098220,20146.893997,0.000000,nan,nan,nan
7.880000,0.099267,0.229540,195.593786,2011.173552,0.201246,0.971543,0.304523,0.998636,0.987335,0.000775,2011.174074,20260.215183,0.000000,nan,nan,nan
7.900000,0.098715,0.229585,195.591602,2011.249508,0.199648,0.971473,0.304305,0.998636,0.987346,0.000774,2011.250026,20374.265366,0.000000,nan,nan,nan
7.920000,0.098166,0.229629,195.589428,2011.325562,0.198057,0.971402,0.304085,0.998635,0.987357,0.000773,2011.326077,20489.050191,0.000000,nan,nan,nan
7.940000,0.097619,0.229673,195.587263,2011.401715,0.196473,0.971329,0.303863,0.998635,0.987368,0.000773,2011.402227,20604.576184,0.000000,nan,nan,nan
7.960000,0.097075,0.229717,195.585108,2011.477966,0.194895,0.971256,0.303638,0.998634,0.987379,0.000772,2011.478475,20720.851480,0.000000,nan,nan,nan
7.980000,0.096534,0.229760,195.582961,2011.554314,0.193324,0.971182,0.303411,0.998633,0.987390,0.000771,2011.554820,20837.874842,0.000000,nan,nan,nan
8.000000,0.095995,0.229802,195.580824,2011.630759,0.191759,0.971107,0.303182,0.998633,0.987401,0.000770,2011.631262,20955.651290,0.000000,nan,nan,nan
8.020000,0.095458,0.229844,195.578695,2011.707300,0.190201,0.971030,0.302951,0.998632,0.987411,0.000769,2011.707800,21074.187524,0.000000,nan,nan,nan
8.040000,0.094925,0.229886,195.576576,2011.783937,0.188650,0.970953,0.302717,0.998631,0.987422,0.000768,2011.784434,21193.488854,0.000000,nan,nan,nan
8.060000,0.094393,0.229927,195.574465,2011.860669,0.187106,0.970874,0.302482,0.998631,0.987432,0.000768,2011.861163,21313.559238,0.000000,nan,nan,nan
8.080000,0.093865,0.229968,195.572363,2011.937496,0.185569,0.970795,0.302244,0.998630,0.987442,0.000767,2011.937986,21434.403225,0.000000,nan,nan,nan
8.100000,0.093339,0.230008,195.570269,2012.014418,0.184039,0.970715,0.302004,0.998629,0.987452,0.000766,2012.014905,21556.030129,0.000000,nan,nan,nan
8.120000,0.092815,0.230048,195.568184,2012.091433,0.182516,0.970633,0.301763,0.998628,0.987462,0.000765,2012.091917,21678.435607,0.000000,nan,nan,nan
8.140000,0.092294,0.230087,195.566108,2012.168540,0.181000,0.970551,0.301519,0.998628,0.987472,0.000765,2012.169022,21801.628970,0.000000,nan,nan,nan
8.160000,0.091776,0.230126,195.564040,2012.245741,0.179491,0.970467,0.301273,0.998627,0.987482,0.000764,2012.246219,21925.615808,0.000000,nan,nan,nan
8.180000,0.091260,0.230165,195.561979,2012.323034,0.177990,0.970383,0.301025,0.998626,0.987491,0.000763,2012.323509,22050.401724,0.000000,nan,nan,nan
8.200000,0.090747,0.230203,195.559927,2012.400418,0.176495,0.970297,0.300775,0.998626,0.987501,0.000762,2012.400890,22175.990584,0.000000,nan,nan,nan
8.220000,0.090236,0.230241,195.557884,2012.477892,0.175008,0.970211,0.300523,0.998625,0.987510,0.000762,2012.478362,22302.382866,0.000000,nan,nan,nan
8.240000,0.089728,0.230278,195.555847,2012.555459,0.173529,0.970123,0.300268,0.998624,0.987519,0.000761,2012.555925,22429.592010,0.000000,nan,nan,nan
8.260000,0.089222,0.230315,195.553819,2012.633113,0.172057,0.970035,0.300012,0.998623,0.987529,0.000760,2012.633577,22557.613211,0.000000,nan,nan,nan
8.280000,0.088719,0.230351,195.551799,2012.710858,0.170592,0.969945,0.299754,0.998622,0.987538,0.000760,2012.711318,22686.458021,0.000000,nan,nan,nan
8.300000,0.088218,0.230387,195.549787,2012.788691,0.169135,0.969855,0.299494,0.998622,0.987546,0.000759,2012.789148,22816.129851,0.000000,nan,nan,nan
8.320000,0.087719,0.230423,195.547782,2012.866612,0.167685,0.969764,0.299232,0.998621,0.987555,0.000758,2012.867067,22946.632607,0.000000,nan,nan,nan
8.340000,0.087224,0.230458,195.545784,2012.944621,0.166243,0.969671,0.298969,0.998620,0.987564,0.000758,2012.945073,23077.971350,0.000000,nan,nan,nan
8.360000,0.086730,0.230493,195.543794,2013.022718,0.164809,0.969578,0.298703,0.998619,0.987572,0.000757,2013.023167,23210.154066,0.000000,nan,nan,nan
8.380000,0.086239,0.230528,195.541812,2013.100901,0.163382,0.969483,0.298435,0.998618,0.987581,0.000756,2013.101348,23343.183486,0.000000,nan,nan,nan
8.400000,0.085751,0.230562,195.539837,2013.179171,0.161963,0.969388,0.298166,0.998618,0.987589,0.000756,2013.179614,23477.062848,0.000000,nan,nan,nan
8.420000,0.085265,0.230596,195.537869,2013.257527,0.160552,0.969292,0.297894,0.998617,0.987597,0.000755,2013.257967,23611.802950,0.000000,nan,nan,nan
8.440000,0.084781,0.230629,195.535908,2013.335967,0.159149,0.969195,0.297621,0.998616,0.987605,0.000754,2013.336405,23747.401985,0.000000,nan,nan,nan
8.460000,0.084300,0.230662,195.533954,2013.414492,0.157753,0.969096,0.297346,0.998615,0.987613,0.000754,2013.414927,23883.868321,0.000000,nan,nan,nan
8.480000,0.083821,0.230695,195.532007,2013.493102,0.156365,0.968997,0.297069,0.998614,0.987621,0.000753,2013.493534,24021.207091,0.000000,nan,nan,nan
8.500000,0.083345,0.230727,195.530067,2013.571795,0.154986,0.968897,0.296790,0.998613,0.987629,0.000753,2013.572225,24159.423764,0.000000,nan,nan,nan
8.520000,0.082871,0.230759,195.528134,2013.650574,0.153614,0.968796,0.296510,0.998612,0.987637,0.000752,2013.651001,24298.532558,0.000000,nan,nan,nan
8.540000,0.082400,0.230790,195.526208,2013.729435,0.152250,0.968694,0.296227,0.998612,0.987644,0.000751,2013.729859,24438.525994,0.000000,nan,nan,nan
8.560000,0.081931,0.230821,195.524288,2013.808377,0.150894,0.968591,0.295943,0.998611,0.987652,0.000751,2013.808799,24579.408754,0.000000,nan,nan,nan
8.580000,0.081464,0.230852,195.522375,2013.887402,0.149546,0.968487,0.295657,0.998610,0.987659,0.000750,2013.887820,24721.190509,0.000000,nan,nan,nan
8.600000,0.081000,0.230883,195.520469,2013.966508,0.148206,0.968382,0.295370,0.998609,0.987666,0.000750,2013.966924,24863.877848,0.000000,nan,nan,nan
8.620000,0.080538,0.230913,195.518569,2014.045695,0.146874,0.968276,0.295081,0.998608,0.987673,0.000749,2014.046108,25007.473848,0.000000,nan,nan,nan
8.640000,0.080078,0.230943,195.516675,2014.124962,0.145550,0.968169,0.294790,0.998607,0.987680,0.000749,2014.125372,25151.983284,0.000000,nan,nan,nan
8.660000,0.079621,0.230972,195.514788,2014.204311,0.144234,0.968061,0.294497,0.998606,0.987687,0.000748,2014.204719,25297.425701,0.000000,nan,nan,nan
8.680000,0.079166,0.231001,195.512907,2014.283740,0.142926,0.967953,0.294202,0.998605,0.987694,0.000746,2014.284146,25443.793615,0.000000,nan,nan,nan
8.700000,0.078713,0.231030,195.511032,2014.363249,0.141627,0.967843,0.293906,0.998604,0.987701,0.000741,2014.363651,25591.092573,0.000000,nan,nan,nan
8.720000,0.078263,0.231059,195.509164,2014.442834,0.140335,0.967733,0.293609,0.998603,0.987708,0.000737,2014.443234,25739.318702,0.000000,nan,nan,nan
8.740000,0.077815,0.231087,195.507301,2014.522497,0.139052,0.967621,0.293309,0.998602,0.987714,0.000732,2014.522894,25888.488295,0.000000,nan,nan,nan
8.760000,0.077370,0.231115,195.505445,2014.602238,0.137777,0.967509,0.293009,0.998601,0.987720,0.000728,2014.602633,26038.607912,0.000000,nan,nan,nan
8.780000,0.076927,0.231142,195.503594,2014.682056,0.136510,0.967395,0.292706,0.998600,0.987727,0.000724,2014.682449,26189.680176,0.000000,nan,nan,nan
8.800000,0.076486,0.231170,195.501749,2014.761951,0.135251,0.967281,0.292402,0.998599,0.987733,0.000719,2014.762341,26341.711830,0.000000,nan,nan,nan
8.820000,0.076047,0.231197,195.499910,2014.841924,0.134001,0.967166,0.292096,0.998598,0.987739,0.000715,2014.842312,26494.712141,0.000000,nan,nan,nan
8.840000,0.075611,0.231223,195.498077,2014.921971,0.132758,0.967050,0.291789,0.998597,0.987745,0.000711,2014.922356,26648.676113,0.000000,nan,nan,nan
8.860000,0.075176,0.231249,195.496250,2015.002093,0.131524,0.966933,0.291480,0.998596,0.987751,0.000706,2015.002475,26803.614811,0.000000,nan,nan,nan
8.880000,0.074745,0.231276,195.494428,2015.082291,0.130298,0.966815,0.291170,0.998595,0.987757,0.000702,2015.082671,26959.542998,0.000000,nan,nan,nan
8.900000,0.074315,0.231301,195.492612,2015.162564,0.129081,0.966696,0.290858,0.998594,0.987763,0.000698,2015.162942,27116.459142,0.000000,nan,nan,nan
8.920000,0.073888,0.231327,195.490801,2015.242910,0.127871,0.966576,0.290545,0.998593,0.987769,0.000694,2015.243285,27274.362361,0.000000,nan,nan,nan
8.940000,0.073463,0.231352,195.488996,2015.323329,0.126670,0.966455,0.290230,0.998592,0.987774,0.000690,2015.323702,27433.265021,0.000000,nan,nan,nan
8.960000,0.073040,0.231377,195.487196,2015.403822,0.125477,0.966334,0.289914,0.998591,0.987780,0.000686,2015.404193,27593.173525,0.000000,nan,nan,nan
8.980000,0.072619,0.231401,195.485402,2015.484388,0.124293,0.966211,0.289596,0.998590,0.987785,0.000682,2015.484756,27754.093758,0.000000,nan,nan,nan
9.000000,0.072201,0.231426,195.483612,2015.565027,0.123116,0.966088,0.289277,0.998589,0.987790,0.000678,2015.565392,27916.031637,0.000000,nan,nan,nan
9.020000,0.071785,0.231450,195.481828,2015.645737,0.121948,0.965964,0.288956,0.998588,0.987796,0.000673,2015.646100,28078.995381,0.000000,nan,nan,nan
9.040000,0.071371,0.231473,195.480049,2015.726520,0.120788,0.965838,0.288634,0.998587,0.987801,0.000669,2015.726880,28242.988604,0.000000,nan,nan,nan
9.060000,0.070959,0.231497,195.478276,2015.807374,0.119636,0.965712,0.288310,0.998586,0.987806,0.000665,2015.807733,28408.017824,0.000000,nan,nan,nan
9.080000,0.070550,0.231520,195.476507,2015.888298,0.118493,0.965585,0.287986,0.998585,0.987811,0.000661,2015.888654,28574.083128,0.000000,nan,nan,nan
9.100000,0.070142,0.231543,195.474743,2015.969294,0.117357,0.965457,0.287659,0.998584,0.987816,0.000658,2015.969648,28741.206112,0.000000,nan,nan,nan
9.120000,0.069737,0.231566,195.472984,2016.050360,0.116230,0.965329,0.287332,0.998583,0.987820,0.000654,2016.050712,28909.382652,0.000000,nan,nan,nan
9.140000,0.069334,0.231588,195.471230,2016.131494,0.115111,0.965199,0.287003,0.998581,0.987825,0.000650,2016.131843,29078.611575,0.000000,nan,nan,nan
9.160000,0.068933,0.231610,195.469481,2016.212698,0.114001,0.965068,0.286673,0.998580,0.987830,0.000646,2016.213045,29248.909548,0.000000,nan,nan,nan
9.180000,0.068534,0.231632,195.467737,2016.293971,0.112898,0.964937,0.286341,0.998579,0.987834,0.000642,2016.294315,29420.279370,0.000000,nan,nan,nan
9.200000,0.068138,0.231654,195.465997,2016.375312,0.111804,0.964805,0.286008,0.998578,0.987839,0.000638,2016.375655,29592.732274,0.000000,nan,nan,nan
9.220000,0.067743,0.231675,195.464263,2016.456722,0.110717,0.964671,0.285674,0.998577,0.987843,0.000634,2016.457062,29766.266329,0.000000,nan,nan,nan
9.240000,0.067351,0.231697,195.462532,2016.538199,0.109639,0.964537,0.285339,0.998576,0.987847,0.000631,2016.538537,29940.891576,0.000000,nan,nan,nan
9.260000,0.066960,0.231718,195.460807,2016.619743,0.108569,0.964402,0.285002,0.998575,0.987852,0.000627,2016.620079,30116.614378,0.000000,nan,nan,nan
9.280000,0.066572,0.231738,195.459085,2016.701353,0.107508,0.964266,0.284664,0.998573,0.987856,0.000623,2016.701686,30293.437689,0.000000,nan,nan,nan
9.300000,0.066186,0.231759,195.457369,2016.783030,0.106454,0.964130,0.284325,0.998572,0.987860,0.000619,2016.783361,30471.371598,0.000000,nan,nan,nan
9.320000,0.065802,0.231779,195.455656,2016.864772,0.105408,0.963992,0.283985,0.998571,0.987864,0.000616,2016.865101,30650.422934,0.000000,nan,nan,nan
9.340000,0.065420,0.231799,195.453949,2016.946580,0.104371,0.963853,0.283643,0.998570,0.987867,0.000612,2016.946907,30830.597775,0.000000,nan,nan,nan
9.360000,0.065040,0.231819,195.452245,2017.028455,0.103341,0.963714,0.283301,0.998569,0.987871,0.000608,2017.028780,31011.912665,0.000000,nan,nan,nan
9.380000,0.064663,0.231838,195.450546,2017.110395,0.102320,0.963574,0.282957,0.998568,0.987875,0.000605,2017.110717,31194.363608,0.000000,nan,nan,nan
9.400000,0.064287,0.231858,195.448851,2017.192400,0.101306,0.963433,0.282612,0.998566,0.987879,0.000601,2017.192720,31377.957247,0.000000,nan,nan,nan
9.420000,0.063913,0.231877,195.447160,2017.274467,0.100301,0.963291,0.282265,0.998565,0.987882,0.000598,2017.274785,31562.692309,0.000000,nan,nan,nan
9.440000,0.063542,0.231896,195.445473,2017.356598,0.099303,0.963148,0.281918,0.998564,0.987886,0.000594,2017.356914,31748.588234,0.000000,nan,nan,nan
9.460000,0.063172,0.231914,195.443790,2017.438793,0.098314,0.963004,0.281570,0.998563,0.987889,0.000590,2017.439107,31935.645242,0.000000,nan,nan,nan
9.480000,0.062804,0.231933,195.442112,2017.521050,0.097332,0.962860,0.281220,0.998561,0.987892,0.000587,2017.521362,32123.871934,0.000000,nan,nan,nan
9.500000,0.062439,0.231951,195.440437,2017.603371,0.096358,0.962714,0.280869,0.998560,0.987896,0.000583,2017.603680,32313.275117,0.000000,nan,nan,nan
9.520000,0.062075,0.231969,195.438767,2017.685753,0.095392,0.962568,0.280518,0.998559,0.987899,0.000580,2017.686060,32503.861631,0.000000,nan,nan,nan
9.540000,0.061714,0.231987,195.437100,2017.768197,0.094434,0.962421,0.280165,0.998558,0.987902,0.000576,2017.768503,32695.638351,0.000000,nan,nan,nan
9.560000,0.061354,0.232004,195.435437,2017.850703,0.093484,0.962273,0.279811,0.998556,0.987905,0.000573,2017.851006,32888.609253,0.000000,nan,nan,nan
9.580000,0.060996,0.232022,195.433778,2017.933270,0.092541,0.962124,0.279456,0.998555,0.987908,0.000570,2017.933571,33082.784524,0.000000,nan,nan,nan
9.600000,0.060641,0.232039,195.432123,2018.015897,0.091607,0.961975,0.279100,0.998554,0.987911,0.000566,2018.016197,33278.173149,0.000000,nan,nan,nan
9.620000,0.060287,0.232056,195.430472,2018.098586,0.090680,0.961824,0.278743,0.998553,0.987913,0.000563,2018.098883,33474.779923,0.000000,nan,nan,nan
9.640000,0.059935,0.232073,195.428824,2018.181336,0.089761,0.961673,0.278385,0.998551,0.987916,0.000559,2018.181631,33672.617370,0.000000,nan,nan,nan
9.660000,0.059586,0.232089,195.427180,2018.264145,0.088849,0.961521,0.278027,0.998550,0.987919,0.000556,2018.264439,33871.686806,0.000000,nan,nan,nan
9.680000,0.059238,0.232106,195.425540,2018.347014,0.087945,0.961368,0.277667,0.998549,0.987921,0.000553,2018.347306,34071.995399,0.000000,nan,nan,nan
9.700000,0.058892,0.232122,195.423903,2018.429942,0.087049,0.961214,0.277306,0.998547,0.987924,0.000550,2018.430231,34273.547257,0.000000,nan,nan,nan
9.720000,0.058548,0.232138,195.422270,2018.512928,0.086160,0.961059,0.276944,0.998546,0.987926,0.000546,2018.513215,34476.354665,0.000000,nan,nan,nan
9.740000,0.058206,0.232154,195.420640,2018.595972,0.085279,0.960904,0.276581,0.998545,0.987929,0.000543,2018.596258,34680.423010,0.000000,nan,nan,nan
9.760000,0.057865,0.232169,195.419014,2018.679075,0.084405,0.960747,0.276218,0.998543,0.987931,0.000540,2018.679358,34885.759581,0.000000,nan,nan,nan
9.780000,0.057527,0.232185,195.417392,2018.762235,0.083539,0.960590,0.275853,0.998542,0.987933,0.000537,2018.762516,35092.369261,0.000000,nan,nan,nan
9.800000,0.057191,0.232200,195.415772,2018.845452,0.082680,0.960432,0.275488,0.998541,0.987935,0.000533,2018.845731,35300.261979,0.000000,nan,nan,nan
9.820000,0.056856,0.232215,195.414156,2018.928726,0.081829,0.960273,0.275122,0.998539,0.987937,0.000530,2018.929003,35509.445138,0.000000,nan,nan,nan
